OrderID,CustomerName,City,Product,Category,Quantity,Price,TotalAmount
1073,Arjun,Chennai,Laptop,Electronics,2,42014,84028
1074,Priya,Hyderabad,Smartwatch,Accessories,2,31952,63904
1075,Amit,Mumbai,Tablet,Electronics,4,5636,22544
1076,Priya,Bangalore,Smartwatch,Electronics,2,33079,66158
1077,Sneha,Bangalore,Tablet,Electronics,1,32016,32016
1078,Sneha,Chennai,Headphones,Electronics,2,11946,23892
1079,Karan,Chennai,Laptop,Accessories,1,45599,45599
1080,Sneha,Delhi,Headphones,Accessories,3,25024,75072
1081,Karan,Delhi,Laptop,Electronics,4,13688,54752
1082,Sneha,Delhi,Mobile,Accessories,3,39087,117261
1083,Amit,Chennai,Tablet,Electronics,3,41337,124011
1084,Riya,Chennai,Mobile,Electronics,2,46037,92074
1085,Karan,Chennai,Mobile,Electronics,2,6060,12120
1086,Rahul,Bangalore,Laptop,Electronics,2,46121,92242
1087,Neha,Chennai,Headphones,Accessories,3,43727,131181
1088,Arjun,Bangalore,Smartwatch,Accessories,4,36897,147588
1089,Sneha,Delhi,Laptop,Electronics,4,12157,48628
1090,Priya,Delhi,Smartwatch,Electronics,3,38582,115746
1091,Riya,Delhi,Mobile,Accessories,4,19340,77360
1092,Sneha,Mumbai,Smartwatch,Accessories,3,41930,125790
1093,Priya,Mumbai,Headphones,Electronics,3,40897,122691
1094,Neha,Hyderabad,Laptop,Accessories,4,11824,47296
1095,Neha,Hyderabad,Headphones,Electronics,1,25747,25747
1096,Neha,Hyderabad,Headphones,Accessories,1,18058,18058
1097,Priya,Mumbai,Laptop,Accessories,2,49762,99524
1098,Sneha,Mumbai,Headphones,Accessories,4,20443,81772
1099,Neha,Hyderabad,Tablet,Accessories,2,39960,79920
1100,Amit,Hyderabad,Tablet,Electronics,3,42486,127458
1101,Karan,Chennai,Tablet,Electronics,1,45014,45014
1102,Priya,Hyderabad,Smartwatch,Accessories,4,15872,63488
1103,Priya,Chennai,Headphones,Electronics,4,13131,52524
1104,Sneha,Bangalore,Laptop,Accessories,4,1972,7888
1105,Priya,Mumbai,Laptop,Accessories,1,27455,27455
1106,Priya,Hyderabad,Smartwatch,Electronics,2,47867,95734
1107,Neha,Mumbai,Laptop,Electronics,1,31302,31302
1108,Sneha,Mumbai,Tablet,Electronics,2,5372,10744
1109,Neha,Mumbai,Headphones,Accessories,3,28047,84141
1110,Karan,Bangalore,Laptop,Electronics,3,43841,131523
1111,Riya,Delhi,Laptop,Electronics,2,14191,28382
1112,Karan,Hyderabad,Mobile,Electronics,3,44750,134250
1113,Riya,Delhi,Mobile,Electronics,3,5253,15759
1114,Neha,Delhi,Mobile,Accessories,4,2333,9332
1115,Karan,Delhi,Headphones,Accessories,4,39196,156784
1116,Sneha,Mumbai,Tablet,Accessories,1,9145,9145
1117,Arjun,Chennai,Tablet,Accessories,1,40084,40084
1118,Neha,Mumbai,Tablet,Accessories,1,30941,30941
1119,Riya,Mumbai,Headphones,Accessories,4,40524,162096
1120,Amit,Delhi,Headphones,Accessories,1,43817,43817
1121,Riya,Mumbai,Mobile,Electronics,1,15562,15562
1122,Amit,Delhi,Laptop,Accessories,4,10135,40540
1123,Priya,Chennai,Smartwatch,Accessories,2,20564,41128
1124,Karan,Hyderabad,Smartwatch,Accessories,4,10440,41760
1125,Amit,Delhi,Laptop,Accessories,2,35669,71338
1126,Riya,Chennai,Mobile,Electronics,4,13611,54444
1127,Priya,Hyderabad,Laptop,Accessories,1,44631,44631
1128,Arjun,Bangalore,Laptop,Accessories,3,45700,137100
1129,Sneha,Delhi,Smartwatch,Electronics,3,30239,90717
1130,Sneha,Delhi,Mobile,Accessories,2,43246,86492
1131,Sneha,Bangalore,Headphones,Accessories,2,18293,36586
1132,Amit,Bangalore,Smartwatch,Accessories,2,18646,37292
1133,Arjun,Delhi,Headphones,Accessories,3,34177,102531
1134,Amit,Bangalore,Mobile,Accessories,2,1260,2520
1135,Karan,Mumbai,Laptop,Accessories,4,23522,94088
1136,Amit,Hyderabad,Tablet,Accessories,4,6112,24448
1137,Arjun,Hyderabad,Tablet,Electronics,3,36508,109524
1138,Arjun,Hyderabad,Mobile,Electronics,4,27765,111060
1139,Karan,Mumbai,Tablet,Accessories,2,1030,2060
1140,Arjun,Bangalore,Headphones,Electronics,3,10051,30153
1141,Riya,Chennai,Tablet,Accessories,2,28894,57788
1142,Arjun,Bangalore,Mobile,Electronics,4,43487,173948
1143,Sneha,Delhi,Mobile,Accessories,2,49484,98968
1144,Riya,Hyderabad,Headphones,Electronics,3,3060,9180
1145,Riya,Bangalore,Tablet,Accessories,2,19061,38122
1146,Karan,Chennai,Tablet,Electronics,4,5603,22412
1147,Rahul,Delhi,Laptop,Electronics,1,24590,24590
1148,Rahul,Mumbai,Smartwatch,Accessories,3,18421,55263
1149,Arjun,Mumbai,Mobile,Accessories,2,42733,85466
1150,Riya,Chennai,Laptop,Electronics,3,3281,9843
1151,Rahul,Delhi,Mobile,Electronics,2,17830,35660
1152,Rahul,Hyderabad,Laptop,Accessories,1,5757,5757
1153,Arjun,Bangalore,Smartwatch,Electronics,4,35456,141824
1154,Rahul,Delhi,Laptop,Accessories,2,39331,78662
1155,Amit,Mumbai,Mobile,Electronics,2,16115,32230
1156,Priya,Chennai,Tablet,Electronics,1,1381,1381
1157,Karan,Chennai,Mobile,Accessories,3,2347,7041
1158,Priya,Bangalore,Headphones,Accessories,4,39867,159468
1159,Arjun,Chennai,Headphones,Accessories,2,22610,45220
1160,Sneha,Chennai,Headphones,Electronics,2,37836,75672
1161,Karan,Delhi,Headphones,Electronics,4,16814,67256
1162,Arjun,Hyderabad,Smartwatch,Electronics,1,30618,30618
1163,Riya,Bangalore,Tablet,Accessories,3,40431,121293
1164,Sneha,Delhi,Tablet,Electronics,4,44424,177696
1165,Priya,Hyderabad,Mobile,Electronics,3,23466,70398
1166,Arjun,Delhi,Laptop,Accessories,1,44523,44523
1167,Riya,Delhi,Mobile,Electronics,1,11820,11820
1168,Karan,Chennai,Mobile,Electronics,4,2716,10864
1169,Karan,Hyderabad,Mobile,Accessories,2,26064,52128
1170,Neha,Bangalore,Mobile,Accessories,1,38969,38969
1171,Riya,Bangalore,Tablet,Accessories,1,24901,24901
1172,Amit,Hyderabad,Laptop,Accessories,4,12280,49120
1173,Rahul,Chennai,Mobile,Accessories,4,11194,44776
1174,Sneha,Mumbai,Tablet,Accessories,4,5309,21236
1175,Riya,Delhi,Mobile,Accessories,1,17062,17062
1176,Neha,Chennai,Headphones,Accessories,3,47660,142980
1177,Rahul,Hyderabad,Mobile,Accessories,1,32941,32941
1178,Rahul,Delhi,Mobile,Electronics,4,41039,164156
1179,Arjun,Bangalore,Smartwatch,Accessories,2,2429,4858
1180,Rahul,Mumbai,Headphones,Accessories,2,30117,60234
1181,Amit,Bangalore,Laptop,Electronics,4,47574,190296
1182,Karan,Hyderabad,Mobile,Accessories,2,14744,29488
1183,Neha,Delhi,Laptop,Electronics,1,33379,33379
1184,Rahul,Hyderabad,Headphones,Electronics,3,44679,134037
1185,Arjun,Delhi,Mobile,Accessories,1,11616,11616
1186,Amit,Chennai,Smartwatch,Electronics,4,22918,91672
1187,Priya,Mumbai,Tablet,Accessories,1,16207,16207
1188,Karan,Chennai,Smartwatch,Accessories,2,18265,36530
1189,Karan,Chennai,Smartwatch,Electronics,1,36395,36395
1190,Neha,Hyderabad,Tablet,Electronics,3,13600,40800
1191,Karan,Mumbai,Tablet,Electronics,2,24367,48734
1192,Rahul,Delhi,Tablet,Accessories,3,44471,133413
1193,Arjun,Delhi,Mobile,Accessories,3,1708,5124
1194,Karan,Bangalore,Laptop,Electronics,3,44585,133755
1195,Karan,Delhi,Laptop,Accessories,1,536,536
1196,Priya,Hyderabad,Tablet,Accessories,1,18712,18712
1197,Priya,Chennai,Smartwatch,Electronics,1,11752,11752
1198,Sneha,Chennai,Headphones,Electronics,1,20225,20225
1199,Amit,Chennai,Tablet,Electronics,2,7506,15012
1200,Rahul,Mumbai,Smartwatch,Electronics,1,48335,48335
1201,Karan,Delhi,Smartwatch,Electronics,2,24559,49118
1202,Riya,Hyderabad,Mobile,Electronics,3,5847,17541
1203,Karan,Mumbai,Mobile,Electronics,2,32671,65342
1204,Arjun,Bangalore,Laptop,Electronics,4,29017,116068
1205,Sneha,Hyderabad,Laptop,Electronics,1,24774,24774
1206,Amit,Hyderabad,Headphones,Electronics,4,34077,136308
1207,Riya,Hyderabad,Headphones,Accessories,2,28148,56296
1208,Sneha,Chennai,Headphones,Accessories,1,4618,4618
1209,Neha,Hyderabad,Headphones,Electronics,4,18410,73640
1210,Amit,Delhi,Smartwatch,Accessories,1,13583,13583
1211,Karan,Hyderabad,Smartwatch,Accessories,2,13687,27374
1212,Karan,Chennai,Laptop,Accessories,4,924,3696
1213,Amit,Hyderabad,Mobile,Accessories,2,27141,54282
1214,Karan,Bangalore,Mobile,Accessories,4,35250,141000
1215,Rahul,Bangalore,Tablet,Accessories,3,16418,49254
1216,Amit,Chennai,Smartwatch,Electronics,3,23654,70962
1217,Sneha,Delhi,Headphones,Electronics,3,48666,145998
1218,Amit,Delhi,Headphones,Accessories,3,12492,37476
1219,Riya,Mumbai,Tablet,Accessories,3,34501,103503
1220,Karan,Chennai,Mobile,Electronics,2,43257,86514
1221,Rahul,Hyderabad,Headphones,Accessories,3,15046,45138
1222,Rahul,Chennai,Mobile,Accessories,2,42024,84048
1223,Neha,Mumbai,Tablet,Accessories,3,3519,10557
1224,Sneha,Chennai,Mobile,Accessories,1,1804,1804
1225,Priya,Chennai,Mobile,Accessories,3,47412,142236
1226,Priya,Mumbai,Mobile,Electronics,1,49784,49784
1227,Amit,Delhi,Headphones,Electronics,2,17332,34664
1228,Neha,Hyderabad,Laptop,Accessories,3,23291,69873
1229,Arjun,Mumbai,Smartwatch,Electronics,4,10522,42088
1230,Amit,Bangalore,Mobile,Accessories,2,10850,21700
1231,Neha,Delhi,Mobile,Accessories,3,12318,36954
1232,Sneha,Bangalore,Mobile,Accessories,2,34117,68234
1233,Sneha,Delhi,Laptop,Accessories,4,4462,17848
1234,Sneha,Hyderabad,Tablet,Accessories,3,5354,16062
1235,Sneha,Hyderabad,Headphones,Accessories,4,34807,139228
1236,Sneha,Chennai,Laptop,Accessories,3,3444,10332
1237,Neha,Bangalore,Mobile,Accessories,1,22827,22827
1238,Neha,Delhi,Laptop,Accessories,2,3744,7488
1239,Rahul,Hyderabad,Laptop,Electronics,4,23220,92880
1240,Riya,Mumbai,Laptop,Accessories,2,25590,51180
1241,Priya,Hyderabad,Tablet,Electronics,4,46523,186092
1242,Karan,Mumbai,Smartwatch,Electronics,2,34859,69718
1243,Sneha,Delhi,Headphones,Accessories,2,49036,98072
1244,Arjun,Hyderabad,Tablet,Electronics,2,8355,16710
1245,Karan,Hyderabad,Tablet,Accessories,1,2101,2101
1246,Neha,Delhi,Smartwatch,Accessories,3,32452,97356
1247,Arjun,Hyderabad,Tablet,Accessories,1,46077,46077
1248,Arjun,Mumbai,Laptop,Accessories,2,6190,12380
1249,Arjun,Hyderabad,Laptop,Electronics,4,13021,52084
1250,Rahul,Bangalore,Mobile,Electronics,2,35110,70220
1251,Neha,Chennai,Tablet,Accessories,3,10983,32949
1252,Arjun,Mumbai,Mobile,Electronics,1,8558,8558
1253,Sneha,Bangalore,Headphones,Electronics,3,14204,42612
1254,Amit,Delhi,Laptop,Electronics,4,6065,24260
1255,Arjun,Mumbai,Headphones,Accessories,3,44356,133068
1256,Rahul,Chennai,Smartwatch,Electronics,1,37756,37756
1257,Karan,Chennai,Laptop,Electronics,4,31115,124460
1258,Neha,Delhi,Headphones,Electronics,3,42174,126522
1259,Riya,Delhi,Smartwatch,Accessories,1,2427,2427
1260,Rahul,Mumbai,Headphones,Electronics,1,16012,16012
1261,Arjun,Hyderabad,Smartwatch,Electronics,2,8801,17602
1262,Neha,Delhi,Smartwatch,Accessories,3,21813,65439
1263,Amit,Hyderabad,Laptop,Electronics,4,8957,35828
1264,Arjun,Bangalore,Mobile,Accessories,2,5992,11984
1265,Rahul,Chennai,Smartwatch,Accessories,3,3723,11169
1266,Priya,Hyderabad,Smartwatch,Accessories,3,23011,69033
1267,Sneha,Chennai,Laptop,Accessories,4,21955,87820
1268,Riya,Hyderabad,Mobile,Accessories,2,34222,68444
1269,Karan,Bangalore,Tablet,Accessories,2,23934,47868
1270,Rahul,Delhi,Tablet,Electronics,4,30841,123364
1271,Neha,Bangalore,Mobile,Accessories,2,42809,85618
1272,Riya,Delhi,Headphones,Electronics,1,15507,15507
1273,Riya,Delhi,Laptop,Electronics,4,34842,139368
1274,Riya,Chennai,Mobile,Accessories,3,27299,81897
1275,Arjun,Bangalore,Tablet,Electronics,4,16174,64696
1276,Sneha,Hyderabad,Smartwatch,Electronics,1,15926,15926
1277,Arjun,Bangalore,Tablet,Electronics,4,7595,30380
1278,Neha,Chennai,Smartwatch,Accessories,3,45291,135873
1279,Arjun,Delhi,Laptop,Electronics,3,24604,73812
1280,Priya,Chennai,Smartwatch,Electronics,4,3755,15020
1281,Sneha,Mumbai,Mobile,Accessories,4,34326,137304
1282,Sneha,Mumbai,Smartwatch,Electronics,1,35225,35225
1283,Neha,Hyderabad,Headphones,Electronics,1,23532,23532
1284,Karan,Chennai,Mobile,Electronics,3,5444,16332
1285,Priya,Hyderabad,Laptop,Accessories,2,38326,76652
1286,Rahul,Hyderabad,Mobile,Electronics,2,30997,61994
1287,Arjun,Mumbai,Headphones,Electronics,2,28223,56446
1288,Amit,Hyderabad,Laptop,Accessories,2,35787,71574
1289,Arjun,Mumbai,Tablet,Accessories,3,12345,37035
1290,Riya,Delhi,Headphones,Accessories,2,24797,49594
1291,Arjun,Chennai,Laptop,Electronics,2,3070,6140
1292,Rahul,Hyderabad,Smartwatch,Accessories,4,28003,112012
1293,Arjun,Mumbai,Mobile,Accessories,2,7950,15900
1294,Priya,Bangalore,Laptop,Accessories,4,20771,83084
1295,Priya,Hyderabad,Mobile,Electronics,3,40971,122913
1296,Sneha,Delhi,Smartwatch,Accessories,4,16398,65592
1297,Neha,Delhi,Laptop,Accessories,1,14889,14889
1298,Karan,Bangalore,Tablet,Accessories,4,48682,194728
1299,Amit,Mumbai,Headphones,Accessories,2,25963,51926
1300,Riya,Hyderabad,Laptop,Accessories,4,1244,4976
1301,Arjun,Mumbai,Smartwatch,Electronics,4,23304,93216
1302,Arjun,Delhi,Laptop,Electronics,3,36782,110346
1303,Rahul,Mumbai,Mobile,Accessories,3,11371,34113
1304,Neha,Delhi,Laptop,Accessories,2,14036,28072
1305,Priya,Mumbai,Tablet,Accessories,1,23597,23597
1306,Amit,Bangalore,Laptop,Electronics,1,675,675
1307,Sneha,Chennai,Headphones,Electronics,4,3717,14868
1308,Priya,Bangalore,Laptop,Electronics,1,15606,15606
1309,Riya,Bangalore,Mobile,Electronics,3,30859,92577
1310,Neha,Chennai,Laptop,Accessories,2,46964,93928
1311,Riya,Chennai,Tablet,Accessories,2,22857,45714
1312,Karan,Hyderabad,Smartwatch,Accessories,3,42854,128562
1313,Sneha,Hyderabad,Laptop,Accessories,2,39070,78140
1314,Karan,Bangalore,Laptop,Electronics,4,7534,30136
1315,Rahul,Bangalore,Headphones,Accessories,2,16763,33526
1316,Riya,Delhi,Tablet,Electronics,1,42680,42680
1317,Rahul,Delhi,Smartwatch,Electronics,2,9276,18552
1318,Arjun,Hyderabad,Mobile,Accessories,2,44322,88644
1319,Karan,Hyderabad,Laptop,Electronics,3,10312,30936
1320,Neha,Delhi,Smartwatch,Electronics,3,20239,60717
1321,Riya,Delhi,Mobile,Accessories,1,27425,27425
1322,Amit,Mumbai,Tablet,Electronics,3,20075,60225
1323,Sneha,Mumbai,Tablet,Electronics,1,22731,22731
1324,Priya,Delhi,Smartwatch,Accessories,4,11899,47596
1325,Neha,Mumbai,Mobile,Electronics,1,48231,48231
1326,Neha,Chennai,Tablet,Electronics,2,23600,47200
1327,Rahul,Hyderabad,Smartwatch,Accessories,1,11268,11268
1328,Karan,Hyderabad,Tablet,Electronics,4,33799,135196
1329,Riya,Delhi,Tablet,Accessories,2,11857,23714
1330,Riya,Bangalore,Tablet,Electronics,1,1937,1937
1331,Arjun,Delhi,Headphones,Electronics,3,25446,76338
1332,Arjun,Mumbai,Mobile,Accessories,3,21388,64164
1333,Sneha,Bangalore,Smartwatch,Accessories,3,6002,18006
1334,Rahul,Mumbai,Smartwatch,Electronics,1,40876,40876
1335,Neha,Chennai,Mobile,Accessories,1,6066,6066
1336,Riya,Mumbai,Mobile,Electronics,4,42076,168304
1337,Amit,Chennai,Mobile,Accessories,2,4514,9028
1338,Rahul,Chennai,Mobile,Electronics,2,14113,28226
1339,Sneha,Mumbai,Laptop,Electronics,2,40667,81334
1340,Sneha,Mumbai,Smartwatch,Electronics,2,34199,68398
1341,Rahul,Chennai,Laptop,Electronics,1,35733,35733
1342,Sneha,Bangalore,Tablet,Electronics,1,48891,48891
1343,Rahul,Chennai,Tablet,Accessories,4,22314,89256
1344,Priya,Hyderabad,Smartwatch,Accessories,2,23886,47772
1345,Rahul,Chennai,Tablet,Electronics,1,47276,47276
1346,Karan,Bangalore,Mobile,Electronics,1,42085,42085
1347,Rahul,Hyderabad,Laptop,Accessories,1,39256,39256
1348,Sneha,Delhi,Mobile,Accessories,1,8009,8009
1349,Riya,Delhi,Tablet,Accessories,2,22816,45632
1350,Karan,Bangalore,Laptop,Accessories,2,46117,92234
1351,Sneha,Chennai,Mobile,Accessories,1,11571,11571
1352,Arjun,Mumbai,Smartwatch,Electronics,3,28242,84726
1353,Arjun,Bangalore,Mobile,Electronics,4,47349,189396
1354,Riya,Hyderabad,Tablet,Accessories,2,13728,27456
1355,Riya,Hyderabad,Laptop,Accessories,2,12114,24228
1356,Karan,Delhi,Smartwatch,Accessories,3,10801,32403
1357,Priya,Hyderabad,Laptop,Accessories,2,36049,72098
1358,Riya,Bangalore,Smartwatch,Accessories,3,43351,130053
1359,Arjun,Hyderabad,Laptop,Accessories,3,11874,35622
1360,Rahul,Bangalore,Tablet,Accessories,1,34907,34907
1361,Sneha,Mumbai,Smartwatch,Accessories,2,47106,94212
1362,Arjun,Delhi,Headphones,Accessories,4,42241,168964
1363,Arjun,Hyderabad,Laptop,Electronics,3,14482,43446
1364,Priya,Bangalore,Laptop,Accessories,4,31758,127032
1365,Karan,Chennai,Mobile,Accessories,1,46152,46152
1366,Karan,Delhi,Smartwatch,Electronics,2,10748,21496
1367,Neha,Mumbai,Headphones,Electronics,1,11015,11015
1368,Priya,Bangalore,Tablet,Electronics,1,35542,35542
1369,Rahul,Mumbai,Mobile,Accessories,4,27309,109236
1370,Karan,Mumbai,Headphones,Accessories,4,11330,45320
1371,Sneha,Hyderabad,Smartwatch,Accessories,3,35748,107244
1372,Riya,Hyderabad,Headphones,Accessories,2,7299,14598
1373,Priya,Bangalore,Laptop,Electronics,1,9047,9047
1374,Riya,Chennai,Laptop,Accessories,3,32062,96186
1375,Arjun,Bangalore,Mobile,Accessories,3,14828,44484
1376,Sneha,Chennai,Smartwatch,Electronics,1,13179,13179
1377,Sneha,Mumbai,Smartwatch,Accessories,1,21558,21558
1378,Arjun,Delhi,Headphones,Accessories,3,32737,98211
1379,Priya,Bangalore,Mobile,Accessories,1,47196,47196
1380,Arjun,Bangalore,Smartwatch,Accessories,1,20406,20406
1381,Riya,Chennai,Laptop,Electronics,4,43927,175708
1382,Neha,Mumbai,Headphones,Electronics,2,39372,78744
1383,Sneha,Mumbai,Tablet,Electronics,3,17047,51141
1384,Amit,Chennai,Laptop,Electronics,1,23806,23806
1385,Amit,Mumbai,Mobile,Accessories,3,28710,86130
1386,Riya,Hyderabad,Smartwatch,Accessories,2,46193,92386
1387,Rahul,Delhi,Laptop,Accessories,3,28739,86217
1388,Karan,Bangalore,Tablet,Electronics,3,28330,84990
1389,Arjun,Delhi,Tablet,Electronics,3,3881,11643
1390,Arjun,Bangalore,Mobile,Electronics,4,35332,141328
1391,Rahul,Hyderabad,Laptop,Accessories,2,39857,79714
1392,Rahul,Mumbai,Headphones,Accessories,2,29341,58682
1393,Riya,Chennai,Laptop,Electronics,3,7947,23841
1394,Riya,Hyderabad,Tablet,Electronics,3,20868,62604
1395,Rahul,Delhi,Mobile,Accessories,2,20771,41542
1396,Sneha,Chennai,Mobile,Accessories,1,839,839
1397,Riya,Mumbai,Headphones,Accessories,4,20474,81896
1398,Neha,Hyderabad,Mobile,Electronics,2,27009,54018
1399,Riya,Chennai,Mobile,Electronics,3,38398,115194
1400,Arjun,Hyderabad,Mobile,Electronics,1,26721,26721
1401,Riya,Hyderabad,Mobile,Electronics,1,27763,27763
1402,Sneha,Mumbai,Mobile,Accessories,1,8233,8233
1403,Rahul,Bangalore,Tablet,Accessories,4,46378,185512
1404,Arjun,Chennai,Laptop,Accessories,4,5549,22196
1405,Riya,Mumbai,Smartwatch,Electronics,2,43586,87172
1406,Sneha,Hyderabad,Mobile,Accessories,2,45901,91802
1407,Neha,Mumbai,Smartwatch,Accessories,2,21588,43176
1408,Riya,Bangalore,Smartwatch,Accessories,2,16108,32216
1409,Sneha,Chennai,Tablet,Accessories,3,1138,3414
1410,Neha,Bangalore,Mobile,Accessories,4,8209,32836
1411,Rahul,Delhi,Smartwatch,Electronics,1,5643,5643
1412,Riya,Chennai,Mobile,Accessories,3,1724,5172
1413,Neha,Bangalore,Headphones,Accessories,2,47734,95468
1414,Arjun,Hyderabad,Headphones,Electronics,2,48547,97094
1415,Rahul,Chennai,Headphones,Electronics,3,45370,136110
1416,Arjun,Chennai,Smartwatch,Accessories,1,37513,37513
1417,Amit,Mumbai,Headphones,Accessories,4,10241,40964
1418,Priya,Hyderabad,Tablet,Accessories,4,23491,93964
1419,Riya,Delhi,Tablet,Accessories,1,40675,40675
1420,Neha,Bangalore,Smartwatch,Electronics,4,26581,106324
1421,Priya,Mumbai,Mobile,Accessories,2,48058,96116
1422,Priya,Bangalore,Laptop,Electronics,2,16142,32284
1423,Neha,Delhi,Mobile,Accessories,2,10067,20134
1424,Rahul,Delhi,Mobile,Accessories,2,42127,84254
1425,Riya,Chennai,Mobile,Accessories,1,39036,39036
1426,Amit,Delhi,Mobile,Electronics,4,17899,71596
1427,Arjun,Bangalore,Laptop,Accessories,4,33603,134412
1428,Sneha,Hyderabad,Headphones,Accessories,3,46221,138663
1429,Arjun,Hyderabad,Mobile,Electronics,1,15830,15830
1430,Sneha,Chennai,Tablet,Accessories,4,16964,67856
1431,Arjun,Bangalore,Smartwatch,Electronics,4,2634,10536
1432,Neha,Bangalore,Smartwatch,Accessories,3,49909,149727
1433,Amit,Delhi,Tablet,Electronics,2,30162,60324
1434,Riya,Bangalore,Mobile,Electronics,4,684,2736
1435,Sneha,Mumbai,Laptop,Electronics,2,30887,61774
1436,Riya,Delhi,Headphones,Accessories,3,49774,149322
1437,Riya,Mumbai,Smartwatch,Electronics,4,41324,165296
1438,Riya,Chennai,Headphones,Electronics,2,7763,15526
1439,Karan,Hyderabad,Laptop,Accessories,1,13691,13691
1440,Rahul,Chennai,Smartwatch,Electronics,2,4014,8028
